"[run number]","template","pherosim-amount","pherotimer","density","rock-stigmergy","pheromone-stigmergy","pheromone-sim-stigmergy","number","template-radius","template-width","pheromone-following","pheromone-drop-concentration","ant-stigmergy","[step]","entrance / amount-of-flood-fills"
"443","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","1"
"445","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.9602446483180428"
"444","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.872579001019368"
"446","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.9857288481141692"
"447","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.9887869520897044"
"448","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.9796126401630989"
"450","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.9317023445463812"
"449","true","261","1","10","true","false","false","100","15","5","false","20","true","100000","0.6941896024464832"
"451","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9989806320081549"
"452","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9918450560652395"
"454","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9653414882772681"
"455","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9969418960244648"
"456","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9989806320081549"
"457","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9439347604485219"
"453","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9225280326197758"
"460","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9908256880733946"
"459","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9877675840978594"
"458","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9459734964322121"
"461","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9663608562691132"
"462","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8807339449541285"
"463","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9357798165137615"
"464","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9357798165137615"
"465","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9378185524974516"
"466","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9612640163098879"
"467","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9194699286442406"
"468","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9602446483180428"
"469","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9867482161060143"
"470","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9836901121304791"
"471","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9255861365953109"
"473","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8583078491335372"
"474","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9510703363914373"
"472","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8511722731906218"
"475","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.910295616717635"
"476","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9969418960244648"
"477","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9051987767584098"
"478","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9612640163098879"
"479","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8899082568807339"
"480","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.7747196738022426"
"482","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9847094801223242"
"483","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.928644240570846"
"484","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9592252803261978"
"481","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9388379204892966"
"485","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9724770642201835"
"486","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9245667686034659"
"487","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9571865443425076"
"488","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9306829765545361"
"489","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8827726809378186"
"490","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9031600407747197"
"491","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9643221202854231"
"492","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9724770642201835"
"493","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8593272171253823"
"495","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9826707441386341"
"497","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9959225280326198"
"494","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.8888888888888888"
"499","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.981651376146789"
"496","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9439347604485219"
"498","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.72782874617737"
"500","true","261","1","10","true","false","false","100","15","5","false","20","false","100000","0.9459734964322121"
"501","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"502","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"503","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"504","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"505","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"506","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"507","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"508","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"509","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"512","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"511","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"510","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"513","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"514","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"515","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"516","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"517","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"518","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"519","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"520","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"521","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"522","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"523","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"525","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"526","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"524","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"528","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"527","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"529","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"530","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"531","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"532","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"533","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"534","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"535","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"536","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"537","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"539","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","0.9989806320081549"
"540","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"538","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"541","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"542","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"543","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"544","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"545","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"546","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"547","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"548","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"549","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"550","true","261","1","10","true","false","false","200","15","5","false","20","true","100000","1"
"551","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"553","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"554","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"552","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"555","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"556","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"557","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"558","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"560","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"559","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"561","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"562","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"563","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"564","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"565","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"567","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"568","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"566","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"569","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"570","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"571","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"573","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"572","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"574","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"575","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"576","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"577","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"578","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"579","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"581","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"582","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"580","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"583","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"584","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"586","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"587","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"585","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"588","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"589","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"590","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"591","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"592","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"593","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"595","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"594","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"596","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"597","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"598","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"599","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"600","true","261","1","10","true","false","false","200","15","5","false","20","false","100000","1"
"601","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.38022426095820594"
"602","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.3730886850152905"
"603","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7563710499490316"
"604","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7482161060142711"
"605","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.3720693170234455"
"606","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7675840978593272"
"608","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7502548419979612"
"609","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5066258919469928"
"610","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4923547400611621"
"607","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4617737003058104"
"611","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.37003058103975534"
"613","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6564729867482161"
"612","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.41590214067278286"
"614","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.3598369011213048"
"615","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6768603465851172"
"616","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.599388379204893"
"617","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6126401630988787"
"618","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.3058103975535168"
"619","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7879714576962283"
"620","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4689092762487258"
"621","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5626911314984709"
"625","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5158002038735984"
"624","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5412844036697247"
"623","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5484199796126402"
"622","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6483180428134556"
"626","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.28338430173292556"
"627","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.49949031600407745"
"628","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5677879714576962"
"629","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6758409785932722"
"630","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.28440366972477066"
"631","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4740061162079511"
"632","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5677879714576962"
"633","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.40468909276248727"
"634","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6595310907237513"
"635","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.40061162079510704"
"636","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7471967380224261"
"639","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5616717635066258"
"640","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4984709480122324"
"638","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.2793068297655454"
"641","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.582059123343527"
"637","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.1488277268093782"
"642","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5219164118246687"
"643","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.35575942915392456"
"644","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.6248725790010193"
"645","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.26809378185524974"
"646","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.5626911314984709"
"650","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.8042813455657493"
"649","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.7145769622833843"
"647","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.2609582059123344"
"648","true","261","1","12","true","true","false","50","15","5","false","20","true","100000","0.4709480122324159"
"651","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.47910295616717635"
"652","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4923547400611621"
"654","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7135575942915392"
"653","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6432212028542303"
"656","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6687054026503568"
"655","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4658511722731906"
"657","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4780835881753313"
"658","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.44954128440366975"
"659","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5025484199796126"
"660","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4648318042813456"
"663","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7115188583078491"
"661","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4260958205912334"
"662","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4454638124362895"
"664","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.44240570846075433"
"665","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.4566768603465851"
"668","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7838939857288482"
"667","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.45565749235474007"
"670","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.8205912334352702"
"666","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6330275229357798"
"669","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.16309887869520898"
"671","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5045871559633027"
"672","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5718654434250765"
"674","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7359836901121305"
"673","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.3425076452599388"
"676","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5851172273190621"
"675","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6788990825688074"
"677","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5310907237512742"
"679","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7186544342507645"
"678","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.31906218144750254"
"680","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6116207951070336"
"682","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5433231396534148"
"681","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7420998980632009"
"683","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6687054026503568"
"685","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.527013251783894"
"686","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5005096839959225"
"684","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.3251783893985729"
"687","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.39143730886850153"
"688","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5290519877675841"
"689","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5494393476044852"
"690","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.5953109072375128"
"691","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.7798165137614679"
"692","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.43425076452599387"
"695","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6513761467889908"
"693","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.381243628950051"
"696","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.39755351681957185"
"698","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.47604485219164117"
"697","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.3669724770642202"
"699","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.6676860346585117"
"694","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.3924566768603466"
"700","true","261","1","12","true","true","false","50","15","5","false","20","false","100000","0.3343527013251784"
"701","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8501529051987767"
"702","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9836901121304791"
"703","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8572884811416922"
"704","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.5382262996941896"
"705","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8379204892966361"
"706","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7115188583078491"
"708","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9072375127420998"
"709","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8644240570846076"
"707","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6422018348623854"
"710","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7380224260958206"
"713","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8980632008154944"
"714","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9021406727828746"
"711","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.5616717635066258"
"712","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6350662589194699"
"715","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6523955147808359"
"716","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6809378185524975"
"717","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8450560652395515"
"718","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.5698267074413863"
"719","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8878695208970439"
"720","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8073394495412844"
"721","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8450560652395515"
"722","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9133537206931702"
"723","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7155963302752294"
"724","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6309887869520897"
"726","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7308868501529052"
"725","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9255861365953109"
"727","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8134556574923547"
"728","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6625891946992865"
"729","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6748216106014271"
"730","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8511722731906218"
"732","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9123343527013251"
"731","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9031600407747197"
"734","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.944954128440367"
"733","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6992864424057085"
"735","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7553516819571865"
"736","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6636085626911316"
"737","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8786952089704383"
"739","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.7298674821610601"
"740","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8899082568807339"
"738","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.6615698267074414"
"741","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.5045871559633027"
"743","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9031600407747197"
"744","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.72579001019368"
"742","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.47706422018348627"
"746","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.981651376146789"
"745","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.81855249745158"
"747","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9500509683995922"
"748","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9694189602446484"
"749","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.9857288481141692"
"750","true","261","1","12","true","true","false","100","15","5","false","20","true","100000","0.8216106014271152"
"751","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8899082568807339"
"753","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8470948012232415"
"754","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8756371049949032"
"755","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8858307849133538"
"756","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7757390417940877"
"758","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7828746177370031"
"752","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9072375127420998"
"757","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6636085626911316"
"759","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8267074413863404"
"760","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7217125382262997"
"762","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8165137614678899"
"761","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8195718654434251"
"763","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6248725790010193"
"765","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.746177370030581"
"766","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9887869520897044"
"768","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9164118246687054"
"764","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.3394495412844037"
"767","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.872579001019368"
"770","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9245667686034659"
"771","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6523955147808359"
"772","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9541284403669725"
"769","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.47706422018348627"
"773","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6972477064220184"
"775","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.9001019367991845"
"774","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7594291539245668"
"776","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","1"
"777","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8154943934760448"
"778","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6462793068297655"
"781","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8073394495412844"
"779","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6055045871559633"
"780","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.46075433231396534"
"782","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7370030581039755"
"783","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6411824668705403"
"784","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8511722731906218"
"786","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7370030581039755"
"785","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.6462793068297655"
"788","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.8338430173292558"
"787","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.5341488277268094"
"789","true","261","1","12","true","true","false","100","15","5","false","20","false","100000","0.7064220183486238"
